公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
300250,初灵信息,杭州初灵信息技术股份有限公司,"Hangzhou CNCR-IT Co.,Ltd.",浙江省杭州市滨江区浦沿街道伟业路1号5幢,300250,初灵信息,2011-08-03,"229,951,764","108,530,906",,,,0,0,华东,浙江,杭州市,C 制造业,www.cncr-it.com
300251,光线传媒,北京光线传媒股份有限公司,"Beijing Enlight Media Co., Ltd.",北京市东城区和平里东街11号37号楼11105号,300251,光线传媒,2011-08-03,"2,933,608,432","2,751,621,686",,,,0,0,华北,北京,北京市,R 文化传播,www.ewang.com
300252,金信诺,深圳金信诺高新技术股份有限公司,"Kingsignal Technology Co.,Ltd.",广东省深圳市高新区中区深圳软件园9号楼302室,300252,金信诺,2011-08-18,"444,499,488","266,279,935",,,,0,0,华南,广东,深圳市,C 制造业,www.kingsignal.com
300253,卫宁健康,卫宁健康科技集团股份有限公司,"Winning Health Technology Group Co.,Ltd.",上海市浦东新区上南路4184号258室,300253,卫宁健康,2011-08-18,"823,861,172","598,669,493",,,,0,0,华东,上海,上海市,I 信息技术,www.winning.com.cn
300254,仟源医药,山西仟源医药集团股份有限公司,"SHANXI C&Y PHARMACEUTICAL GROUP CO.,LTD",山西省大同市经济技术开发区湖滨大街53号,300254,仟源医药,2011-08-19,"208,308,000","151,749,869",,,,0,0,华北,山西,大同市,C 制造业,www.cy-pharm.com
300255,常山药业,河北常山生化药业股份有限公司,"Hebei Changshan Biochemical Pharmaceutical Co., Ltd.",河北省石家庄市正定镇火车站西富强路9号,300255,常山药业,2011-08-19,"934,966,878","598,051,393",,,,0,0,华北,河北,石家庄市,C 制造业,www.heparin.cn
300256,星星科技,浙江星星科技股份有限公司,"ZHEJIANG FIRSTAR PANEL TECHNOLOGY CO.,LTD.",浙江省台州市椒江区洪家星星电子产业基地4号楼,300256,星星科技,2011-08-19,"639,708,942","355,257,224",,,,0,0,华东,浙江,台州市,C 制造业,www.first-panel.com
300257,开山股份,浙江开山压缩机股份有限公司,"Zhejiang Kaishan Compressor Co.,Ltd.",浙江省衢州市经济开发区凯旋西路9号,300257,开山股份,2011-08-19,"858,000,000","819,291,384",,,,0,0,华东,浙江,衢州市,C 制造业,www.kaishancomp.com.cn
300258,精锻科技,江苏太平洋精锻科技股份有限公司,"Jiangsu Pacific Precision Forging Co.,Ltd.",江苏省泰州市姜堰区姜堰大道91号,300258,精锻科技,2011-08-26,"405,000,000","374,654,532",,,,0,0,华东,江苏,泰州市,C 制造业,www.ppforging.com
300259,新天科技,新天科技股份有限公司,"SUNTRONT TECHNOLOGY CO.,LTD.",河南省郑州高新技术产业开发区国槐街19号,300259,新天科技,2011-08-31,"535,501,781","254,615,197",,,,0,0,华中,河南,郑州市,C 制造业,www.suntront.com
300260,新莱应材,昆山新莱洁净应用材料股份有限公司,"Kunshan Kinglai Hygienic Materials Co.,Ltd.",江苏省昆山市陆家镇陆丰西路22号,300260,新莱应材,2011-09-06,"100,050,000","49,886,641",,,,0,0,华东,江苏,苏州市,C 制造业,www.kinglai.com.cn
300261,雅本化学,雅本化学股份有限公司,ABA CHEMICALS CORPORATION,江苏省太仓市太仓港港口开发区石化区东方东路18号,300261,雅本化学,2011-09-06,"536,974,518","509,836,444",,,,0,0,华东,江苏,苏州市,C 制造业,www.abachem.com
300262,巴安水务,上海巴安水务股份有限公司,"SafBon Water Service (Holding) Inc., Shanghai",上海市青浦区练塘镇章练塘路666号,300262,巴安水务,2011-09-16,"446,957,533","230,974,488",,,,0,0,华东,上海,上海市,E 建筑业,www.safbon.com
300263,隆华节能,洛阳隆华传热节能股份有限公司,"Luoyang Longhua Heat Transfer & Energy Conservation Co.,Ltd.",河南省洛阳市空港产业集聚区,300263,隆华节能,2011-09-16,"882,079,304","488,259,696",,,,0,0,华中,河南,洛阳市,C 制造业,www.longhuachuanre.com
300264,佳创视讯,深圳市佳创视讯技术股份有限公司,AVIT.LTD,广东省深圳市光明新区观光路招商局光明科技园A3栋C208单元,300264,佳创视讯,2011-09-16,"413,100,000","319,048,378",,,,0,0,华南,广东,深圳市,I 信息技术,www.avit.com.cn
300265,通光线缆,江苏通光电子线缆股份有限公司,"Jiangsu Tongguang Electronic Wire and Cable Co.,Ltd",江苏省海门市海门镇渤海路169号,300265,通光线缆,2011-09-16,"337,500,000","337,054,275",,,,0,0,华东,江苏,南通市,C 制造业,www.tgjt.cn
300266,兴源环境,兴源环境科技股份有限公司,"Xingyuan Environment Technology Co., Ltd.",浙江省杭州市余杭区杭州余杭经济技术开发区望梅路1588号,300266,兴源环境,2011-09-27,"508,560,160","401,917,900",,,,0,0,华东,浙江,杭州市,C 制造业,www.xingyuan.com
300267,尔康制药,湖南尔康制药股份有限公司,"HUNAN ER-KANG PHARMACEUTICAL CO.,LTD.",湖南省长沙市浏阳经济开发区康平路167号,300267,尔康制药,2011-09-27,"2,060,361,214","1,160,107,960",,,,0,0,华中,湖南,长沙市,C 制造业,www.hnerkang.com
300268,万福生科,万福生科（湖南）农业开发股份有限公司,"Wanfu Biotechnology (Hunan) Agricultural Development Co.,Ltd.",湖南省常德市桃源县陬市镇桂花路1号,300268,万福生科,2011-09-27,"134,000,000","133,984,125",,,,0,0,华中,湖南,常德市,C 制造业,www.wanfushk.com
300269,联建光电,深圳市联建光电股份有限公司,"Shenzhen Liantronics Co.,Ltd.",广东省深圳市宝安区68区留仙三路安通达工业厂区四号厂房2楼,300269,联建光电,2011-10-12,"613,688,411","260,288,400",,,,0,0,华南,广东,深圳市,L 商务服务,www.lcjh.com
300270,中威电子,杭州中威电子股份有限公司,"OB Telecom Electronics Co.,Ltd.",浙江省杭州市西湖区文三路20号浙江建工大楼17层,300270,中威电子,2011-10-12,"272,562,400","146,797,795",,,,0,0,华东,浙江,杭州市,C 制造业,www.joyware.com
300271,华宇软件,北京华宇软件股份有限公司,BEIJING THUNISOFT CORPORATION LIMITED,北京市海淀区中关村东路1号院清华科技园科技大厦C座25层,300271,华宇软件,2011-10-26,"644,193,456","463,448,308",,,,0,0,华北,北京,北京市,I 信息技术,www.thunisoft.com
300272,开能环保,上海开能环保设备股份有限公司,"Shanghai Canature Environmental Products Co.,Ltd.",上海浦东新区川大路518号,300272,开能环保,2011-11-02,"331,821,360","202,241,572",,,,0,0,华东,上海,上海市,C 制造业,www.canature.com
300273,和佳股份,珠海和佳医疗设备股份有限公司,"Zhuhai Hokai Medical Instruments Co., Ltd.",广东省珠海市香洲区宝盛路5号,300273,和佳股份,2011-10-26,"787,823,576","560,778,244",,,,0,0,华南,广东,珠海市,C 制造业,www.hokai.com
300274,阳光电源,阳光电源股份有限公司,"Sungrow Power Supply Co.,Ltd.",安徽省合肥市高新区习友路1699号,300274,阳光电源,2011-11-02,"1,414,395,000","834,247,980",,,,0,0,华东,安徽,合肥市,C 制造业,www.sungrowpower.com
300275,梅安森,重庆梅安森科技股份有限公司,"CHONGQING MAS SCI.&TECH.CO.,LTD.",重庆市九龙坡区二郞创业路105号高科创业园C2区6层,300275,梅安森,2011-11-02,"167,536,000","116,922,600",,,,0,0,西南,重庆,重庆市,I 信息技术,www.cqmas.com
300276,三丰智能,湖北三丰智能输送装备股份有限公司,"HuBei SanFeng Intelligent Conveying Equipment Co.,Ltd.",湖北省黄石市黄石经济技术开发区黄金山工业新区金山大道398号,300276,三丰智能,2011-11-15,"374,400,000","199,854,339",,,,0,0,华中,湖北,黄石市,C 制造业,www.cnsanf.com
300277,海联讯,深圳海联讯科技股份有限公司,Shenzhen Hirisun Technology Incorporated,广东省深圳市南山区深南大道市高新技术园R2厂房B区3a层,300277,海联讯,2011-11-23,"335,000,000","334,250,000",,,,0,0,华南,广东,深圳市,I 信息技术,www.hirisun.com
300278,华昌达,湖北华昌达智能装备股份有限公司,"Hubei Huachangda Intelligent Equipment Co.,Ltd.",湖北省十堰市东益大道9号,300278,华昌达,2011-12-16,"545,043,412","223,651,010",,,,0,0,华中,湖北,十堰市,C 制造业,www.hchd.com.cn
300279,和晶科技,无锡和晶科技股份有限公司,"Wuxi Hodgen Technology Co.,Ltd",江苏省无锡新区长江东路177号,300279,和晶科技,2011-12-29,"160,336,428","83,271,044",,,,0,0,华东,江苏,无锡市,C 制造业,www.hodgen-china.com
300280,南通锻压,南通锻压设备股份有限公司,"Nantong Metalforming Equipment Co.,Ltd.",江苏省南通市如皋经济开发区锻压产业园区内,300280,南通锻压,2011-12-29,"128,000,000","128,000,000",,,,0,0,华东,江苏,南通市,C 制造业,www.ntdy.com.cn
300281,金明精机,广东金明精机股份有限公司,"GUANGDONG JINMING MACHINERY CO.,LTD.",广东省汕头市濠江区纺织工业园,300281,金明精机,2011-12-29,"243,449,538","140,007,041",,,,0,0,华南,广东,汕头市,C 制造业,www.jmjj.com
300282,汇冠股份,北京汇冠新技术股份有限公司,"Beijing IRTOUCH Systems Co.,Ltd.",北京市海淀区长春桥路11号万柳亿城大厦3号楼1707室,300282,汇冠股份,2011-12-29,"220,507,266","170,706,214",,,,0,0,华北,北京,北京市,C 制造业,www.irtouch.com
300283,温州宏丰,温州宏丰电工合金股份有限公司,"Wenzhou Hongfeng Electrical Alloy Co.,Ltd.",浙江省乐清市北白象镇大桥工业区塘下片区,300283,温州宏丰,2012-01-10,"414,361,350","203,165,963",,,,0,0,华东,浙江,温州市,C 制造业,www.wzhf.com
300284,苏交科,苏交科集团股份有限公司,JSTI GROUP,江苏省南京市水西门大街223号,300284,苏交科,2012-01-10,"557,114,660","338,185,898",,,,0,0,华东,江苏,南京市,M 科研服务,www.jsti.com;www.jstri.com
300285,国瓷材料,山东国瓷功能材料股份有限公司,"SHANDONG SINOCERA FUNCTIONAL MATERIAL CO.,LTD.",山东省东营市东营区辽河路24号,300285,国瓷材料,2012-01-13,"299,150,571","206,223,145",,,,0,0,华东,山东,东营市,C 制造业,www.sinocera.com.cn
300286,安科瑞,安科瑞电气股份有限公司,"Acrel Co., Ltd.",上海市嘉定区育绿路253号,300286,安科瑞,2012-01-13,"142,664,000","99,258,049",,,,0,0,华东,上海,上海市,C 制造业,www.acrel.cn
300287,飞利信,北京飞利信科技股份有限公司,"Beijing Philisense Technology Co.,Ltd.",北京市海淀区塔院志新村2号金唐酒店3层3078,300287,飞利信,2012-02-01,"1,435,273,808","722,449,758",,,,0,0,华北,北京,北京市,I 信息技术,www.philisense.com
300288,朗玛信息,贵阳朗玛信息技术股份有限公司,"Guiyang Longmaster Information & Technology Co.,Ltd.",贵州省贵阳市高新区金阳科技产业园创业大厦130室,300288,朗玛信息,2012-02-16,"337,941,402","169,663,350",,,,0,0,西南,贵州,贵阳市,I 信息技术,www.longmaster.com.cn
300289,利德曼,北京利德曼生化股份有限公司,"BEIJING LEADMAN BIOCHEMISTRY CO.,LTD.",北京市北京经济技术开发区兴海路5号,300289,利德曼,2012-02-16,"423,805,235","317,583,970",,,,0,0,华北,北京,北京市,C 制造业,www.leadmanbio.com
300290,荣科科技,荣科科技股份有限公司,"Bringspring Science & Technology Co.,Ltd.",辽宁省沈阳市和平区和平北大街62号,300290,荣科科技,2012-02-16,"321,429,652","159,624,200",,,,0,0,东北,辽宁,沈阳市,I 信息技术,www.bringspring.com
300291,华录百纳,北京华录百纳影视股份有限公司,"Beijing HualuBaina Film&Tv Co.,Ltd.",北京市石景山区八大处高科技园区西井路3号3号楼5365房间,300291,华录百纳,2012-02-09,"812,461,176","486,221,289",,,,0,0,华北,北京,北京市,R 文化传播,www.hlbn-ent.com
300292,吴通控股,吴通控股集团股份有限公司,"Wutong Holding Group CO.,LTD",江苏省苏州市相城经济开发区漕湖街道太东路2596号,300292,吴通控股,2012-02-29,"1,274,850,476","625,108,772",,,,0,0,华东,江苏,苏州市,C 制造业,www.jswutong.com
300293,蓝英装备,沈阳蓝英工业自动化装备股份有限公司,"SHENYANG BLUE SILVER INDUSTRY AUTOMATIC EQUIPMENT CO.,LTD.",辽宁省沈阳市浑南产业区东区飞云路3号,300293,蓝英装备,2012-03-08,"270,000,000","268,131,439",,,,0,0,东北,辽宁,沈阳市,C 制造业,www.chnsbs.net
300294,博雅生物,江西博雅生物制药股份有限公司,"Jiangxi Boya Bio-Pharmaceutical Co.,Ltd",江西省抚州市高新技术产业园区惠泉路333号,300294,博雅生物,2012-03-08,"267,384,801","137,769,859",,,,0,0,华东,江西,抚州市,C 制造业,www.china-boya.com
300295,三六五网,江苏三六五网络股份有限公司,"Everyday Network Co.,Ltd.",江苏省南京市六合区龙池街道新东路,300295,三六五网,2012-03-15,"192,060,000","176,338,758",,,,0,0,华东,江苏,南京市,I 信息技术,www.house365.com
300296,利亚德,利亚德光电股份有限公司,"Leyard Optoelectronic Co.,Ltd.",北京市海淀区颐和园北正红旗西街9号,300296,利亚德,2012-03-15,"814,455,325","389,728,194",,,,0,0,华北,北京,北京市,C 制造业,www.leyard.com
300297,蓝盾股份,蓝盾信息安全技术股份有限公司,"Bluedon Information Security Technologies Co.,Ltd",广东省广州市天河区天慧路16号,300297,蓝盾股份,2012-03-15,"1,175,455,904","645,222,969",,,,0,0,华南,广东,广州市,I 信息技术,www.bluedon.com
300298,三诺生物,三诺生物传感股份有限公司,Sinocare Inc.,湖南省长沙市高新技术产业开发区谷苑路265号,300298,三诺生物,2012-03-19,"338,355,432","250,658,858",,,,0,0,华中,湖南,长沙市,C 制造业,www.sinocare.com
300299,富春通信,富春通信股份有限公司,"Fuchun Communications Co.,Ltd.",福建省福州市鼓楼区铜盘路软件大道89号C区25号楼,300299,富春通信,2012-03-19,"380,002,637","185,039,668",,,,0,0,华东,福建,福州市,I 信息技术,www.forcom.com.cn
300300,汉鼎宇佑,汉鼎宇佑互联网股份有限公司,"Hakim Unique Internet Co., Ltd.",浙江省杭州市延安路511号元通大厦1119室,300300,汉鼎宇佑,2012-03-19,"459,393,716","259,447,625",,,,0,0,华东,浙江,杭州市,I 信息技术,www.hakim.com.cn
300301,长方集团,深圳市长方集团股份有限公司,"SHENZHEN CHANGFANG GROUP Co., LTD.",广东省深圳市坪山新区大工业区聚龙山3号路,300301,长方集团,2012-03-21,"790,108,769","406,837,616",,,,0,0,华南,广东,深圳市,C 制造业,www.cfled.com
300302,同有科技,北京同有飞骥科技股份有限公司,"TOYOU FEIJI ELECTRONICS CO.,LTD.",北京市海淀区地锦路9号院2号楼-1至4层101,300302,同有科技,2012-03-21,"421,470,000","231,530,981",,,,0,0,华北,北京,北京市,I 信息技术,www.toyou.com.cn
300303,聚飞光电,深圳市聚飞光电股份有限公司,"SHENZHEN JUFEI OPTOELECTRONICS CO.,LTD",广东省深圳市龙岗区平湖街道鹅公岭社区鹅岭工业区4号,300303,聚飞光电,2012-03-19,"693,986,415","416,723,457",,,,0,0,华南,广东,深圳市,C 制造业,www.jfled.com.cn
300304,云意电气,江苏云意电气股份有限公司,"JIANGSU YUNYI  ELECTRIC CO.,LTD.",江苏省徐州市铜山经济开发区黄山路26号,300304,云意电气,2012-03-21,"226,829,268","191,839,794",,,,0,0,华东,江苏,徐州市,C 制造业,www.yunyi-china.com
300305,裕兴股份,江苏裕兴薄膜科技股份有限公司,"JiangSu YuXing Film Technology Co.,Ltd",江苏省常州市钟楼经济开发区童子河西路8-8号,300305,裕兴股份,2012-03-29,"290,790,000","151,372,736",,,,0,0,华东,江苏,常州市,C 制造业,www.czyuxing.com
300306,远方光电,杭州远方光电信息股份有限公司,"Hangzhou Everfine Photo-E-Info Co.,Ltd.",浙江省杭州市滨江区滨康路669号1号楼,300306,远方光电,2012-03-29,"240,000,000","119,586,662",,,,0,0,华东,浙江,杭州市,C 制造业,www.everfine.cn
300307,慈星股份,宁波慈星股份有限公司,"Ningbo Cixing Co.,Ltd.",浙江省慈溪市白沙路街道华东轻纺针织城三期6号楼,300307,慈星股份,2012-03-29,"802,000,000","793,222,708",,,,0,0,华东,浙江,宁波市,C 制造业,www.ci-xing.com
300308,中际装备,山东中际电工装备股份有限公司,"Shandong Zhongji Electrical Equipment CO.,LTD",山东省龙口市诸由观镇驻地,300308,中际装备,2012-04-10,"216,010,800","214,545,924",,,,0,0,华东,山东,烟台市,C 制造业,www.zhongji.cc
300309,吉艾科技,吉艾科技（北京）股份公司,"GI Technologies (Beijing) Co.,Ltd",北京市丰台区海鹰路1号院2号楼2层201室,300309,吉艾科技,2012-04-10,"484,026,066","219,321,627",,,,0,0,华北,北京,北京市,C 制造业,www.gi-tech.cn
300310,宜通世纪,广东宜通世纪科技股份有限公司,"Guangdong Eastone Century Technology Co.,Ltd.",广东省广州市天河区建中路14、16号第三层东,300310,宜通世纪,2012-04-25,"443,930,136","237,741,920",,,,0,0,华南,广东,广州市,I 信息技术,www.etonetech.com
300311,任子行,任子行网络技术股份有限公司,"Surfilter Network Technology Co.,Ltd.",广东省深圳市南山区高新区科技中2路软件园2栋6楼,300311,任子行,2012-04-25,"448,331,331","201,890,216",,,,0,0,华南,广东,深圳市,I 信息技术,www.1218.com.cn
300312,邦讯技术,邦讯技术股份有限公司,"Boomsense Technology Co.,Ltd.",北京市海淀区杏石口路80号益园文化创意产业基地A区4号楼一层,300312,邦讯技术,2012-05-08,"320,040,000","175,140,000",,,,0,0,华北,北京,北京市,I 信息技术,www.boomsense.com
300313,天山生物,新疆天山畜牧生物工程股份有限公司,"XINJIANG TIANSHAN ANIMAL HUSBANDRY BIO-ENGINEERING CO.,LTD",新疆维吾尔自治区昌吉市高新区光明南路1号,300313,天山生物,2012-04-25,"197,352,789","182,119,569",,,,0,0,西北,新疆,昌吉回族自治州,A 农林牧渔,www.xjtssw.com
300314,戴维医疗,宁波戴维医疗器械股份有限公司,"Ningbo David Medical Device Co.,Ltd.",浙江省象山经济开发区滨海工业园金兴路35号,300314,戴维医疗,2012-05-08,"288,000,000","189,128,636",,,,0,0,华东,浙江,宁波市,C 制造业,www.nbdavid.com
300315,掌趣科技,北京掌趣科技股份有限公司,"OURPALM CO., LTD.",北京市海淀区奥北产业基地29号楼（北楼）1-9层,300315,掌趣科技,2012-05-11,"2,770,874,854","1,852,420,014",,,,0,0,华北,北京,北京市,I 信息技术,www.ourpalm.com
300316,晶盛机电,浙江晶盛机电股份有限公司,"Zhejiang Jingsheng Mechanical & Electrical Co.,Ltd.",浙江省绍兴市上虞区通江西路218号,300316,晶盛机电,2012-05-11,"985,075,500","919,657,342",,,,0,0,华东,浙江,绍兴市,C 制造业,www.jsjd.cc
300317,珈伟股份,深圳珈伟光伏照明股份有限公司,"Shenzhen Jiawei Photovoltaic Lighting Co.,Ltd.",广东省深圳市龙岗区坪地街道中心社区新发工业区1、2、3、4号,300317,珈伟股份,2012-05-11,"476,797,093","172,165,926",,,,0,0,华南,广东,深圳市,C 制造业,www.jiawei.com
300318,博晖创新,北京博晖创新光电技术股份有限公司,"Beijing Bohui Innovation Technology Co.,Ltd.",北京市昌平区生命园路9号院,300318,博晖创新,2012-05-23,"821,481,858","383,396,499",,,,0,0,华北,北京,北京市,C 制造业,www.bohui-tech.com
300319,麦捷科技,深圳市麦捷微电子科技股份有限公司,"Shenzhen Microgate Technology Co.,Ltd",广东省深圳市龙华新区观澜街道广培社区裕新路65号南兴工业园厂房第一栋、第二栋,300319,麦捷科技,2012-05-23,"211,874,821","123,315,695",,,,0,0,华南,广东,深圳市,C 制造业,www.szmicrogate.com
300320,海达股份,江阴海达橡塑股份有限公司,"JIANGYIN HAIDA RUBBER AND PLASTIC CO.,LTD.",江苏省江阴市周庄镇云顾路585号,300320,海达股份,2012-06-01,"293,348,000","236,217,323",,,,0,0,华东,江苏,无锡市,C 制造业,www.haida.cn
300321,同大股份,山东同大海岛新材料股份有限公司,"SHANDONG TONGDA ISLAND NEW MATERIALS CO.,LTD",山东省昌邑市同大街522号,300321,同大股份,2012-05-23,"88,800,000","81,876,924",,,,0,0,华东,山东,潍坊市,C 制造业,www.tongdahdcx.com
300322,硕贝德,惠州硕贝德无线科技股份有限公司,"Huizhou Speed Wireless Technology Co.,Ltd.",广东省惠州市东江高新区上霞片区SX-01-02号,300322,硕贝德,2012-06-08,"407,516,850","362,187,900",,,,0,0,华南,广东,惠州市,C 制造业,www.speed-hz.com
300323,华灿光电,华灿光电股份有限公司,HC SemiTek Corporation,湖北省武汉市东湖开发区滨湖路8号,300323,华灿光电,2012-06-01,"835,684,059","675,000,000",,,,0,0,华中,湖北,武汉市,C 制造业,www.hcsemitek.com
300324,旋极信息,北京旋极信息技术股份有限公司,"Beijing Watertek Information Technology Co.,Ltd.",北京市海淀区丰秀中路3号院12号楼-1层至5层101,300324,旋极信息,2012-06-08,"1,150,221,154","572,146,889",,,,0,0,华北,北京,北京市,I 信息技术,www.watertek.com
300325,德威新材,江苏德威新材料股份有限公司,"Jiangsu Dewei Advanced Materials Co.,Ltd",江苏省太仓市沙溪镇沙南东路99号,300325,德威新材,2012-06-01,"1,017,072,385","794,380,990",,,,0,0,华东,江苏,苏州市,C 制造业,www.chinadewei.com
300326,凯利泰,上海凯利泰医疗科技股份有限公司,"Shanghai Kinetic Medical co.,ltd.",上海市张江高科技园东区瑞庆路528号23幢2楼,300326,凯利泰,2012-06-13,"714,895,572","581,446,895",,,,0,0,华东,上海,上海市,C 制造业,www.kineticmedinc.com.cn
300327,中颖电子,中颖电子股份有限公司,Sino Wealth Electronic Ltd.,上海市长宁区临空经济园区金钟路767弄3号,300327,中颖电子,2012-06-13,"190,681,689","188,178,761",,,,0,0,华东,上海,上海市,C 制造业,www.sinowealth.com
300328,宜安科技,东莞宜安科技股份有限公司,"Dongguan Eontec Co.,Ltd.",广东省东莞市清溪镇银泉工业区,300328,宜安科技,2012-06-19,"409,770,000","409,770,000",,,,0,0,华南,广东,东莞市,C 制造业,www.e-ande.com
300329,海伦钢琴,海伦钢琴股份有限公司,"HAILUN PIANO CO.,LTD.",浙江省宁波市北仑区龙潭山路36号,300329,海伦钢琴,2012-06-19,"251,289,880","240,759,000",,,,0,0,华东,浙江,宁波市,C 制造业,www.hailunpiano.com
300330,华虹计通,上海华虹计通智能系统股份有限公司,"SHANGHAI HUAHONGJT SMART SYSTEM CO.,LTD",上海市长宁区广顺路33号H栋3-4F,300330,华虹计通,2012-06-19,"168,517,300","167,579,270",,,,0,0,华东,上海,上海市,I 信息技术,www.huahongjt.com
300331,苏大维格,苏州苏大维格光电科技股份有限公司,"SVG OPTRONICS CO.,LTD",江苏省苏州工业园区苏虹东路北钟南街478号,300331,苏大维格,2012-06-28,"186,000,000","129,592,221",,,,0,0,华东,江苏,苏州市,C 制造业,www.svgoptronics.com
300332,天壕环境,天壕环境股份有限公司,Top Resource Conservation & Environment Corp.,北京市海淀区西直门北大街32号枫蓝国际中心2号楼906室,300332,天壕环境,2012-06-28,"774,379,058","632,611,265",,,,0,0,华北,北京,北京市,D 水电煤气,www.trce.com.cn
300333,兆日科技,深圳兆日科技股份有限公司,"Sinosun Technology Co.,Ltd.",广东省深圳市福田区泰然八路泰然大厦C座1605,300333,兆日科技,2012-06-28,"336,000,000","330,895,068",,,,0,0,华南,广东,深圳市,I 信息技术,www.sinosun.com.cn
300334,津膜科技,天津膜天膜科技股份有限公司,"TIANJIN MOTIMO MEMBRANE TECHNOLOGY CO.,LTD.",天津市经济技术开发区第11大街60号,300334,津膜科技,2012-07-05,"276,037,707","259,681,319",,,,0,0,华北,天津,天津市,C 制造业,www.motimo.com
300335,迪森股份,广州迪森热能技术股份有限公司,"Guangzhou Devotion Thermal Technology Co.,Ltd.",广东省广州市经济开发区东区东众路42号,300335,迪森股份,2012-07-10,"361,876,545","208,207,414",,,,0,0,华南,广东,广州市,D 水电煤气,www.devotiongroup.com
300336,新文化,上海新文化传媒集团股份有限公司,"SHANGHAI NEW CULTURE MEDIA GROUP CO.,LTD.",上海市虹口区东江湾路444号北区238室,300336,新文化,2012-07-10,"537,548,070","447,022,242",,,,0,0,华东,上海,上海市,R 文化传播,www.ncmedia.com.cn
300337,银邦股份,银邦金属复合材料股份有限公司,"Yinbang Clad Material Co.,Ltd.",江苏省无锡市新区鸿山街道后宅,300337,银邦股份,2012-07-18,"821,920,000","708,013,457",,,,0,0,华东,江苏,无锡市,C 制造业,www.cn-yinbang.com
300338,开元仪器,长沙开元仪器股份有限公司,"Changsha Kaiyuan Instruments Co.,LTD",湖南省长沙市经济技术开发区开元路172号,300338,开元仪器,2012-07-26,"252,000,000","168,202,735",,,,0,0,华中,湖南,长沙市,C 制造业,www.chs5e.com
300339,润和软件,江苏润和软件股份有限公司,"Jiangsu Hoperun Software Co., Ltd.",江苏省南京市雨花台区铁心桥工业园,300339,润和软件,2012-07-18,"357,851,850","213,617,258",,,,0,0,华东,江苏,南京市,I 信息技术,www.hoperun.com
300340,科恒股份,江门市科恒实业股份有限公司,"Jiangmen Kanhoo Industry Co.,Ltd",广东省江门市江海区滘头滘兴南路22号,300340,科恒股份,2012-07-26,"117,858,178","81,838,613",,,,0,0,华南,广东,江门市,C 制造业,www.keheng.com.cn
300341,麦迪电气,麦克奥迪（厦门）电气股份有限公司,"Motic (Xiamen) Electric Group Co.,Ltd",福建省厦门市火炬高新区(翔安)产业区舫山南路808号,300341,麦迪电气,2012-07-26,"510,331,336","368,897,350",,,,0,0,华东,福建,厦门市,C 制造业,www.motic-electric.com
300342,天银机电,常熟市天银机电股份有限公司,"Changshu Tianyin Electromechanical Co.,Ltd.",江苏省苏州市常熟碧溪新区迎宾路8号,300342,天银机电,2012-07-26,"328,530,979","288,786,596",,,,0,0,华东,江苏,苏州市,C 制造业,www.tyjd.cc
300343,联创互联,山东联创互联网传媒股份有限公司,"LECRON INTERNET MEDIA INDUSTRY CO.,LTD",山东省淄博市张店区东部化工区昌国东路219号,300343,联创互联,2012-08-01,"590,392,690","233,755,149",,,,0,0,华东,山东,淄博市,I 信息技术,www.lecron.cn
300344,太空板业,北京太空板业股份有限公司,Beijing Taikong Panel Industry Corp.,北京市丰台区科学城中核路1号3号楼12层,300344,太空板业,2012-08-01,"241,248,000","137,580,975",,,,0,0,华北,北京,北京市,C 制造业,www.taikong.cn
300345,红宇新材,湖南红宇耐磨新材料股份有限公司,"HONYU WEAR-RESISTANT NEW MATERIALS CO.,LTD.",湖南省长沙市金洲新区金沙西路068号,300345,红宇新材,2012-08-01,"441,295,483","324,768,749",,,,0,0,华中,湖南,长沙市,C 制造业,www.chinahongyu.cn
300346,南大光电,江苏南大光电材料股份有限公司,"Jiangsu Nata Opto-electronic Material Co.,LTD",江苏省苏州工业园区翠薇街9号月亮湾国际商务中心701-702,300346,南大光电,2012-08-07,"160,864,000","126,738,800",,,,0,0,华东,江苏,苏州市,C 制造业,www.natachem.com
300347,泰格医药,杭州泰格医药科技股份有限公司,"Hangzhou Tigermed Consulting Co.,Ltd.",浙江省杭州市滨江区江南大道618号东冠大厦1502-1,300347,泰格医药,2012-08-17,"474,865,167","298,882,334",,,,0,0,华东,浙江,杭州市,Q 卫生,www.tigermed.net
300348,长亮科技,深圳市长亮科技股份有限公司,"Shenzhen Sunline Tech Co.,Ltd.",广东省深圳市南山区沙河西路深圳湾科技生态园一区2栋A座5层,300348,长亮科技,2012-08-17,"292,188,000","141,683,140",,,,0,0,华南,广东,深圳市,I 信息技术,www.sunline.cn
300349,金卡股份,金卡高科技股份有限公司,"GOLDCARD HIGH-TECH CO.,LTD",浙江省乐清经济开发区纬十七路261号,300349,金卡股份,2012-08-17,"205,922,291","149,269,163",,,,0,0,华东,浙江,温州市,C 制造业,www.china-goldcard.com
